Listing URL,Thumbnail URL,Broker Logo URL,Address,Headline,Location,Price,Cap Rate,Building Category,Square Footage
https://www.loopnet.com/Listing/660-Roble-Ave-Menlo-Park-CA/38034227/,https://images1.loopnet.com/i2/Tsh4bDBpK_t-X1UfKY_4KRG85YFiG8D8NM_JTfAsdKQ/117/multifamily-property-for-sale-660-roble-ave-menlo-park-ca-94025.jpg,,,,,,,,
https://www.loopnet.com/Listing/Aptos-Village/36289127/,https://images1.loopnet.com/i2/jJp8KjTIrX4feJFaTh2Pi2ePP3nNMokR_lTG2PdDVDA/117/aptos-village-retail-property-for-sale-aptos-ca.jpg,,,,,,,,
https://www.loopnet.com/Listing/2601-2605-High-St-Oakland-CA/37262179/,https://images1.loopnet.com/i2/aPUdMHJrmIkr2GaWcfvrDVEVRKZjkMF5hDmZ3oV9DoQ/115/multifamily-property-for-sale-2601-2605-high-st-oakland-ca-94619.jpg,https://images1.loopnet.com/i2/p24pPVoB0rl6J3I5SryZu4b5LmqV37Z242_yCykJBUU/105/image.jpg,2601-2605 High St,Back On Market | 8.24% CAP | 15 UNITS,"Oakland, CA 94619","$2,000,000",8.24% Cap Rate,11 Unit Apartment Building,
https://www.loopnet.com/Listing/1532-Howard-St-San-Francisco-CA/38729368/,https://images1.loopnet.com/i2/kvrj2lZA7_xUtog8jCfDPwCf62czf0722GtS4BBZGTA/115/multifamily-property-for-sale-1532-howard-st-san-francisco-ca-94103.jpg,https://images1.loopnet.com/i2/5yTbgcLhsnnByY_OAAn2DygZwQLNGN3vPLx_ln2g3A8/105/image.jpg,1532 Howard St,,"San Francisco, CA 94103","$4,895,000",,15 Unit Apartment Building,"8,225 SF"
https://www.loopnet.com/Listing/1550-Crucero-Dr-San-Jose-CA/38058217/,https://images1.loopnet.com/i2/-8HnoQ1kQHpv-JfG3naV3lutEssQ8SFLCJHoYBWdnf4/115/multifamily-property-for-sale-1550-crucero-dr-san-jose-ca-95122.jpg,https://images1.loopnet.com/i2/QJIjx1zh5DIup3ZZZQVi9_wgzi4cXJmlyDZkaK65QaA/105/image.jpg,1550 Crucero Dr,,"San Jose, CA 95122","$1,425,000",4.56% Cap Rate,4 Unit Apartment Building,
https://www.loopnet.com/Listing/2811-F-St-Sacramento-CA/36787721/,https://images1.loopnet.com/i2/y1_3HutCCN6qlDDPY6XsLS0bncU30zskelFIPzT4lWM/115/multifamily-property-for-sale-2811-f-st-sacramento-ca-95816.jpg,https://images1.loopnet.com/i2/Usjbs_FewjQxtGbLIAYJ2ENxwFq0FTPoyvELoDFrGxk/105/image.png,2811 F St,Rio Terrace Apartments,"Sacramento, CA 95816","$5,875,000",5.90% Cap Rate,29 Unit Apartment Building,
https://www.loopnet.com/Listing/14-S-Union-St-Stockton-CA/38865944/,https://images1.loopnet.com/i2/Y72fd1xyxpH0Ubk3-tPU5Ih-dBATsUWEFFOYeqFOfSk/115/multifamily-property-for-sale-14-s-union-st-stockton-ca-95205.jpg,https://images1.loopnet.com/i2/3_OnbZemvIPBEHi4sKQA3YZ4HKBtF5g11Gx1XnqYdo0/105/image.jpg,14 S Union St,Hard to Find Duplex For Sale,"Stockton, CA 95205","$424,900",,2 Unit Apartment Building,"2,765 SF"
https://www.loopnet.com/Listing/106-Sebastopol-Ave-Santa-Rosa-CA/38849678/,https://images1.loopnet.com/i2/Vu5nT_jpVVYZfy3NmJpiwwvwerm3f5HNMyeUTqDEB0U/115/multifamily-property-for-sale-106-sebastopol-ave-santa-rosa-ca-95407.jpg,https://images1.loopnet.com/i2/cfHjWHZ47oNvC-miqv-WJnEO_I6xv0KnQTn6Ep0bJf4/105/image.jpg,106 Sebastopol Ave,,"Santa Rosa, CA 95407","$898,000",7.33% Cap Rate,7 Unit Apartment Building,
https://www.loopnet.com/Listing/986-Kains-Ave-Albany-CA/38846191/,https://images1.loopnet.com/i2/wskoLtRIQBJEjM_20H0drzv7SIhzok1pJurMkCZ-kGA/115/multifamily-property-for-sale-986-kains-ave-albany-ca-94706.jpg,https://images1.loopnet.com/i2/tv7G542ZCfbVNRlzejnmluithlt3fk09E7PN0pTZvlQ/105/image.jpg,986 Kains Ave,,"Albany, CA 94706","$2,350,000",4.45% Cap Rate,5 Unit Apartment Building,
https://www.loopnet.com/Listing/3911-Watt-Ave-Sacramento-CA/38830425/,https://images1.loopnet.com/i2/9lcaMDJ6nALBfqlQ7LffQxTk6w7ZDAlaaqhpcJNE2p4/115/multifamily-property-for-sale-3911-watt-ave-sacramento-ca-95821.jpg,https://images1.loopnet.com/i2/kRWA1RlC6K6i5jdUANbYp_oVKwUeo94aVnvWLm9gTrA/105/image.png,3911 Watt Ave,Palm Apartments,"Sacramento, CA 95821","$1,998,000",5.82% Cap Rate,11 Unit Apartment Building,
https://www.loopnet.com/Listing/7941-Diana-Marie-Dr-Stockton-CA/38808519/,https://images1.loopnet.com/i2/hSbW5zk2-44_bBZttJYGaZ9um2yKDoPxBwZ9UUyNUCo/115/multifamily-property-for-sale-7941-diana-marie-dr-stockton-ca-95210.jpg,https://images1.loopnet.com/i2/jo-yFym7WcSq4GAHdy_A81O3SeUqyEKrohmjbZTmlKs/105/image.jpg,7941 Diana Marie Dr,Duplex with Immediate Cash Flow Potential,"Stockton, CA 95210","$465,000",5.98% Cap Rate,2 Unit Apartment Building,
https://www.loopnet.com/Listing/2439-Rio-Linda-Blvd-Sacramento-CA/38792601/,https://images1.loopnet.com/i2/lUC9liN9TmEVJEV97mCnOzKdj06mHK1il8YTIdTSF_g/115/multifamily-property-for-sale-2439-rio-linda-blvd-sacramento-ca-95815.jpg,https://images1.loopnet.com/i2/cBGUSeEZD-ssFB4RzHQ5A6IEM2d7fx7PG7beYkF9-40/105/image.jpg,2439 Rio Linda Blvd,,"Sacramento, CA 95815","$1,285,000",,7 Unit Apartment Building,"4,138 SF"
https://www.loopnet.com/Listing/6446-6452-Colby-St-Oakland-CA/38781829/,https://images1.loopnet.com/i2/QqwNnpWeUyFY0Fgk1c3-Fl4T5IxodRXFjJ9n5kbJDhY/115/multifamily-property-for-sale-6446-6452-colby-st-oakland-ca-94618.jpg,https://images1.loopnet.com/i2/53js0WhJTcCCLBPGHPZMVy0lKwkHCn2y1N3zlheanAo/105/image.png,6446-6452 Colby St,,"Oakland, CA 94618","$2,300,000",6.03% Cap Rate,9 Unit Apartment Building,
https://www.loopnet.com/Listing/3300-Harrison-St-Oakland-CA/38770880/,https://images1.loopnet.com/i2/N5XtmhLXr_cMZPoqm8md8WF5fcX6ffd9vHdNcHQ-Uac/115/multifamily-property-for-sale-3300-harrison-st-oakland-ca-94611.jpg,https://images1.loopnet.com/i2/T9azKFKU8oHLDXJSg4hqrkVyUVonYb5MibKlaJv5Sds/105/image.jpg,3300 Harrison St,,"Oakland, CA 94611","$799,000",6.43% Cap Rate,3 Unit Apartment Building,
https://www.loopnet.com/Listing/3603-Greenlee-Dr-San-Jose-CA/38751875/,https://images1.loopnet.com/i2/ZukC-ge53zzqSzoHhUgK3LROpBeXU6O9d3p1jAMMB0s/115/multifamily-property-for-sale-3603-greenlee-dr-san-jose-ca-95117.jpg,https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png,3603 Greenlee Dr,The Bordeaux,"San Jose, CA 95117","$6,500,000",5.19% Cap Rate,25 Unit Apartment Building,
https://www.loopnet.com/Listing/121-Lincoln-Rd-W-Vallejo-CA/38728067/,https://images1.loopnet.com/i2/VXy-98mIOtQ3DUnmCoZ-DJehVTyx4d-zybVnJSNs3m4/115/multifamily-property-for-sale-121-lincoln-rd-w-vallejo-ca-94590.jpg,https://images1.loopnet.com/i2/pgEJkT0kYSpNct_k-fBk-pwTM6cmHYdCPR3LuzrAWDc/105/image.jpg,121 Lincoln Rd W,Lincoln Rd W Investment with 9.16% Cap Rate,"Vallejo, CA 94590","$1,650,000",9.16% Cap Rate,11 Unit Apartment Building,
https://www.loopnet.com/Listing/5492-Ruth-Ave-Oakland-CA/38720337/,https://images1.loopnet.com/i2/EsXn9jLzjhB-an_u_4MTZLcEhhU0Xzb-7JpzCoANDMc/115/multifamily-property-for-sale-5492-ruth-ave-oakland-ca-94601.jpg,https://images1.loopnet.com/i2/53js0WhJTcCCLBPGHPZMVy0lKwkHCn2y1N3zlheanAo/105/image.png,5492 Ruth Ave,,"Oakland, CA 94601","$895,000",5.93% Cap Rate,4 Unit Apartment Building,
https://www.loopnet.com/Listing/4347-Leach-Ave-Oakland-CA/38708922/,https://images1.loopnet.com/i2/GkwE3z0wekdnkoG82DFXtK5C7K4hL1nYZGRDVa6K0O0/115/multifamily-property-for-sale-4347-leach-ave-oakland-ca-94602.jpg,https://images1.loopnet.com/i2/mn0WxN8tnpXKtRiuQ7UACPA-mQhvFUkRVWzeXu71Sos/105/image.jpg,4347 Leach Ave,Beautiful 4 Unit Corner Building + Views!,"Oakland, CA 94602","$1,400,000",4.40% Cap Rate,4 Unit Apartment Building,
https://www.loopnet.com/Listing/135-N-Willard-St-San-Francisco-CA/38695056/,https://images1.loopnet.com/i2/O1mNAolm2sBwAV7QWVjYlCCgZ_j1SI9cOsEyRRY33qU/115/multifamily-property-for-sale-135-n-willard-st-san-francisco-ca-94118.jpg,https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png,135 N Willard St,,"San Francisco, CA 94118","$3,500,000",4.24% Cap Rate,6 Unit Apartment Building,
https://www.loopnet.com/Listing/150-W-Stadium-Dr-Stockton-CA/38683694/,https://images1.loopnet.com/i2/bYDY82M8-Xw2KiT1a5cjuMfwgNe1LHneL0_865VduIY/115/multifamily-property-for-sale-150-w-stadium-dr-stockton-ca-95204.jpg,https://images1.loopnet.com/i2/jo-yFym7WcSq4GAHdy_A81O3SeUqyEKrohmjbZTmlKs/105/image.jpg,150 W Stadium Dr,Stockton Bargain Priced Duplex,"Stockton, CA 95204","$425,000",5.15% Cap Rate,2 Unit Apartment Building,
https://www.loopnet.com/Listing/121-41st-St-Oakland-CA/38661908/,https://images1.loopnet.com/i2/M-ibBaK1E8X2N6CyxO9kKKVFvYBDDChbYGzDqV39hek/115/multifamily-property-for-sale-121-41st-st-oakland-ca-94611.jpg,https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png,121 41st St,,"Oakland, CA 94611","$5,950,000",5.40% Cap Rate,27 Unit Apartment Building,
https://www.loopnet.com/Listing/700-Baker-St-San-Francisco-CA/38658059/,https://images1.loopnet.com/i2/HCmc_xKLMgqxBO4_PWqrbEqBBJNGrPqGfpWkDP_q0sg/115/multifamily-property-for-sale-700-baker-st-san-francisco-ca-94115.jpg,https://images1.loopnet.com/i2/W5oC_bJ5d2p7F1ds7dZglWeYNcjMGCmAY5zyA3rWLS8/105/image.jpg,700 Baker St,,"San Francisco, CA 94115","$3,375,000",5.65% Cap Rate,6 Unit Apartment Building,
https://www.loopnet.com/Listing/754-798-S-Freeway-Dr-Napa-CA/38645208/,https://images1.loopnet.com/i2/5YCr7hwQuFJdu52iCNH_dT0AxlJJCsvAm0ujg9KCYNE/115/multifamily-property-for-sale-754-798-s-freeway-dr-napa-ca-94558.jpg,https://images1.loopnet.com/i2/tHo9_QUvH-JMhl9uT5GU77-U32rgGl9H_eTqRPjUkoU/105/image.png,754-798 S Freeway Dr,,"Napa, CA 94558","$3,000,000",5.80% Cap Rate,12 Unit Apartment Building,
https://www.loopnet.com/Listing/693-San-Bruno-Ave-Brisbane-CA/38644963/,https://images1.loopnet.com/i2/Rvy3aNBph3O0SKmLZetw06PY5kvflOUlNGm8YAXbV0k/115/multifamily-property-for-sale-693-san-bruno-ave-brisbane-ca-94005.jpg,https://images1.loopnet.com/i2/q_rJdlhE7hkq42gW5A2DjnEa0MAEy_qrbrX_m-uf82o/105/image.jpg,693 San Bruno Ave,,"Brisbane, CA 94005","$2,500,000",5.40% Cap Rate,7 Unit Apartment Building,
https://www.loopnet.com/Listing/512-Kentucky-St-Petaluma-CA/38644556/,https://images1.loopnet.com/i2/3GT3evkM0rH6rmSv6_E4f7MB1OgzihPdU66T8PF4ngQ/115/multifamily-property-for-sale-512-kentucky-st-petaluma-ca-94952.jpg,https://images1.loopnet.com/i2/bTxZej7ePJEJcJfPeWT3MPVqacEBcgqJl6LT67ScDoo/105/image.jpg,512 Kentucky St,,"Petaluma, CA 94952","$1,895,000",,4 Unit Apartment Building,"2,100 SF"
https://www.loopnet.com/Listing/2228-Edison-Ave-Sacramento-CA/38640174/,https://images1.loopnet.com/i2/Qz9MPeQ5nGCIupWRiFvfZbcr2is6y_hEbOOQj_G01PY/115/multifamily-property-for-sale-2228-edison-ave-sacramento-ca-95821.jpg,https://images1.loopnet.com/i2/ujcHlkMJN-iWL5DNSy12F_RyJ9C8R4ahTwFK3mdZMZM/105/image.png,2228 Edison Ave,The Marion | 69 Unit Community in Sacramento,"Sacramento, CA 95821","$11,650,000",5.40% Cap Rate,69 Unit Apartment Building,
https://www.loopnet.com/Listing/3318-3320-22nd-St-San-Francisco-CA/38627409/,https://images1.loopnet.com/i2/YRfWaBnr_gYn5SsaGMtjTQhJFAzZzKmP83tF-T3ZesA/115/multifamily-property-for-sale-3318-3320-22nd-st-san-francisco-ca-94110.jpg,https://images1.loopnet.com/i2/W5oC_bJ5d2p7F1ds7dZglWeYNcjMGCmAY5zyA3rWLS8/105/image.jpg,3318-3320 22nd St,,"San Francisco, CA 94110","$3,375,000",5.73% Cap Rate,4 Unit Apartment Building,
https://www.loopnet.com/Listing/1011-Leigh-Ave-San-Jose-CA/38625965/,https://images1.loopnet.com/i2/cyQpxN49jMp3-FJBRf45Xy-sRKkCMQlHL5dQICPF0Og/115/multifamily-property-for-sale-1011-leigh-ave-san-jose-ca-95128.jpg,https://images1.loopnet.com/i2/omd-c8PRl8RwFzUutW7SBc0BRTYvpuS7wyskyRAxQ3w/105/image.png,1011 Leigh Ave,Arcadia Square,"San Jose, CA 95128","$3,700,000",5.35% Cap Rate,12 Unit Apartment Building,
https://www.loopnet.com/Listing/1-5-Lowell-St-San-Francisco-CA/38624844/,https://images1.loopnet.com/i2/8QinZe-YhbECH_VRyvloZRMPhcKzoYMv0WM_66kvpyY/115/multifamily-property-for-sale-1-5-lowell-st-san-francisco-ca-94112.jpg,https://images1.loopnet.com/i2/mn0WxN8tnpXKtRiuQ7UACPA-mQhvFUkRVWzeXu71Sos/105/image.jpg,1-5 Lowell St,,"San Francisco, CA 94112","$2,150,000",5.60% Cap Rate,8 Unit Apartment Building,
https://www.loopnet.com/Listing/8811-A-St-Oakland-CA/38614377/,https://images1.loopnet.com/i2/TVLu8OMQfrJq7bh-MR4dJ5NbrunVDYYlc1LsK-sneD0/115/multifamily-property-for-sale-8811-a-st-oakland-ca-94621.jpg,https://images1.loopnet.com/i2/9rSwXxy_lgjB-rDxeIasEtUyGHHe5AxDmAbmJY6tjKU/105/image.jpg,8811 A St,,"Oakland, CA 94621","$1,188,000",7.00% Cap Rate,5 Unit Apartment Building,
https://www.loopnet.com/Listing/214-Barrett-Ave-Richmond-CA/38610069/,https://images1.loopnet.com/i2/SoedrOFhUi4Rla_fNk4YmKt7qubS4WQGCYzVDKVp7bc/115/multifamily-property-for-sale-214-barrett-ave-richmond-ca-94801.jpg,https://images1.loopnet.com/i2/QJIjx1zh5DIup3ZZZQVi9_wgzi4cXJmlyDZkaK65QaA/105/image.jpg,214 Barrett Ave,,"Richmond, CA 94801","$750,000",,3 Unit Apartment Building,"2,484 SF"
https://www.loopnet.com/Listing/2391-2393-Mission-St-San-Francisco-CA/38609913/,https://images1.loopnet.com/i2/BnSRarUJ1arVzwvRmX23WRapEk_boak766CeJmSTD8w/115/multifamily-property-for-sale-2391-2393-mission-st-san-francisco-ca-94110.jpg,https://images1.loopnet.com/i2/9nLcGwPL_1ND21xRIUcKl2JIRaWQOU0Pov3C5dctk0o/105/image.jpg,2391-2393 Mission St,,"San Francisco, CA 94110","$1,248,000",6.61% Cap Rate,3 Unit Apartment Building,
https://www.loopnet.com/Listing/2316-Villanova-Cir-Sacramento-CA/38608249/,https://images1.loopnet.com/i2/GBewtw6WOeVgiBEsvtS9PXOm3RGwvfR83Bj9HPo-zjA/115/multifamily-property-for-sale-2316-villanova-cir-sacramento-ca-95825.jpg,https://images1.loopnet.com/i2/aGXyeWDFP8TiNX903OuZmBElzB04h6qXRe8yZS-ZtFY/105/image.jpg,2316 Villanova Cir,Peppertree,"Sacramento, CA 95825","$1,649,000",6.08% Cap Rate,9 Unit Apartment Building,
https://www.loopnet.com/Listing/1331-87th-Ave-Oakland-CA/38600831/,https://images1.loopnet.com/i2/zc-iGuYkEf2dmLpnIerINoltzycRKa5Sy6gkDP4Tqi0/115/multifamily-property-for-sale-1331-87th-ave-oakland-ca-94621.jpg,https://images1.loopnet.com/i2/fMd89KisAC7WwGygKjBIUkC8aGSGqFANo7tMrCSorbU/105/image.png,1331 87th Ave,Duplex with ADU Potential!,"Oakland, CA 94621","$1,250,000",,2 Unit Apartment Building,"3,120 SF"
https://www.loopnet.com/Listing/1350-Warburton-Ave-Santa-Clara-CA/38596044/,https://images1.loopnet.com/i2/iSOksPtRzsHK8MawyIEg2jHuLJzm1i-0nI3bwf8XTsg/115/multifamily-property-for-sale-1350-warburton-ave-santa-clara-ca-95050.png,https://images1.loopnet.com/i2/QJIjx1zh5DIup3ZZZQVi9_wgzi4cXJmlyDZkaK65QaA/105/image.jpg,1350 Warburton Ave,,"Santa Clara, CA 95050","$2,800,000",5.02% Cap Rate,8 Unit Apartment Building,
https://www.loopnet.com/Listing/1454-S-Van-Ness-Ave-San-Francisco-CA/38560247/,https://images1.loopnet.com/i2/YqMI8L6q7ctMYEUXuCODDZcTryloOPB45pMzgFyB40g/115/multifamily-property-for-sale-1454-s-van-ness-ave-san-francisco-ca-94110.jpg,https://images1.loopnet.com/i2/omd-c8PRl8RwFzUutW7SBc0BRTYvpuS7wyskyRAxQ3w/105/image.png,1454 S Van Ness Ave,Assumable 3.5% Loan Through 2030,"San Francisco, CA 94110","$4,400,000",5.08% Cap Rate,5 Unit Apartment Building,
https://www.loopnet.com/Listing/2919-N-California-St-Stockton-CA/38559342/,https://images1.loopnet.com/i2/8y-K9abBsUNjS55LFfT0xFv-VThYhDXf8idWVRIW3SM/115/multifamily-property-for-sale-2919-n-california-st-stockton-ca-95204.jpg,https://images1.loopnet.com/i2/jo-yFym7WcSq4GAHdy_A81O3SeUqyEKrohmjbZTmlKs/105/image.jpg,2919 N California St,Duplex- Establish Traveling Nurse Location,"Stockton, CA 95204","$525,000",7.80% Cap Rate,2 Unit Apartment Building,
https://www.loopnet.com/Listing/811-815-Oak-St-San-Francisco-CA/38559337/,https://images1.loopnet.com/i2/rG0w9TwiyHEen6ARa01qrn58u_ENQjFtR2LJPF3B2-Q/115/multifamily-property-for-sale-811-815-oak-st-san-francisco-ca-94117.jpg,https://images1.loopnet.com/i2/omd-c8PRl8RwFzUutW7SBc0BRTYvpuS7wyskyRAxQ3w/105/image.png,811-815 Oak St,Turnkey Fourplex  /  1 Million+ In Upgrades,"San Francisco, CA 94117","$4,500,000",6.04% Cap Rate,4 Unit Apartment Building,
https://www.loopnet.com/Listing/28-S-American-St-Stockton-CA/38554084/,https://images1.loopnet.com/i2/ZOIemzz7V138U1ZGmQwyFUmSZdU_635b8Wld_G7_J9U/115/multifamily-property-for-sale-28-s-american-st-stockton-ca-95202.jpg,,28 S American St,,"Stockton, CA 95202","$1,450,000",,29 Unit Apartment Building,"15,000 SF"
https://www.loopnet.com/Listing/377-6th-St-San-Francisco-CA/38536360/,https://images1.loopnet.com/i2/mIxwV9ztilKr-lQNwpUDRpx7oTbOhwAq-fq0KQPccpI/115/office-retail-property-for-sale-377-6th-st-san-francisco-ca-94103.jpg,https://images1.loopnet.com/i2/LEp4skL55nHSw-Mw-aPkCc8jvjVOOdsFjRYWqlbSqRI/105/image.jpg,377 6th St,Brand-New Commercial Condo For Sale - RENOU,"San Francisco, CA 94103","$399,500",,1 Unit Available,492 SF
https://www.loopnet.com/Listing/2823-2827-High-St-Oakland-CA/38521967/,https://images1.loopnet.com/i2/GXEe1yn1AyWmH8Lzn9ID_lvrGVBkia8Il0aJyqqz-qI/115/multifamily-property-for-sale-2823-2827-high-st-oakland-ca-94619.jpg,https://images1.loopnet.com/i2/9sBtN6KomcWOgziYwy3s1oIWuT0FuPxDrC35v2YzJT0/105/image.png,2823-2827 High St,"2825 High St, Oakland, CA  94619","Oakland, CA 94619","$2,000,000",5.87% Cap Rate,6 Unit Apartment Building,
https://www.loopnet.com/Listing/930-W-Alameda-St-Manteca-CA/38520914/,https://images1.loopnet.com/i2/RMYIqmuOVH3QJN9n36mHoAGCW5-KntYYKSpA4HAcqcE/115/multifamily-property-for-sale-930-w-alameda-st-manteca-ca-95336.jpg,https://images1.loopnet.com/i2/jo-yFym7WcSq4GAHdy_A81O3SeUqyEKrohmjbZTmlKs/105/image.jpg,930 W Alameda St,"Almost New Duplex with 2 3brm, 2 Bath Units!","Manteca, CA 95336","$865,000",4.87% Cap Rate,2 Unit Apartment Building,
https://www.loopnet.com/Listing/1356-Monte-Vista-Ave-Saint-Helena-CA/38520236/,https://images1.loopnet.com/i2/fe6OlZUCXPN_58j5kGwH3N-acEGiDSxq-pN3uap1_SU/115/multifamily-property-for-sale-1356-monte-vista-ave-saint-helena-ca-94574.jpg,https://images1.loopnet.com/i2/9A6SwD6--CvmS94G-iDUyGP101yq2NvzSVHm413uUVs/105/image.png,1356 Monte Vista Ave,,"Saint Helena, CA 94574","$2,500,000",4.50% Cap Rate,6 Unit Apartment Building,
https://www.loopnet.com/Listing/1830-Richardson-St-Martinez-CA/38511057/,https://images1.loopnet.com/i2/hWEA9UqIzMpTOzaKh5t0KZ8KpOi4ZjPF-I5yvqYQtnM/115/multifamily-property-for-sale-1830-richardson-st-martinez-ca-94553.jpg,https://images1.loopnet.com/i2/HQqIWn5AbkFiYRg3IRTwbWPdI3YN8jwtiZJOYuhMJOE/105/image.jpg,1830 Richardson St,,"Martinez, CA 94553","$1,795,000",4.20% Cap Rate,5 Unit Apartment Building,
https://www.loopnet.com/Listing/The-Spartans-Portfolio-38-SRO-Units/38510761/,https://images1.loopnet.com/i2/kjQ7Dkjt4w6yq9ibht7tJ3ok4vdJvGn8mJ9srlO5URY/115/the-spartans-portfolio-38-sro-units-multifamily-property-for-sale-san-jose-ca.jpg,https://images1.loopnet.com/i2/omd-c8PRl8RwFzUutW7SBc0BRTYvpuS7wyskyRAxQ3w/105/image.png,The Spartans Portfolio - 38 SRO Units,,,"$4,153,000",5.70% Cap Rate,4 Multifamily Properties,
https://www.loopnet.com/Listing/6563-Shattuck-Ave-Oakland-CA/38509440/,https://images1.loopnet.com/i2/B7YsgefHOe89GStn3VGCCPlRd9ddLDXcqgkWIoZpgCY/115/multifamily-property-for-sale-6563-shattuck-ave-oakland-ca-94609.jpg,https://images1.loopnet.com/i2/qeJgJX-jGGdHn-Ksgs9r_3T8hB3a7SYXdFCl2lyFcQw/105/image.jpg,6563 Shattuck Ave,Shattuck Court Apartments,"Oakland, CA 94609","$1,420,000",6.04% Cap Rate,8 Unit Apartment Building,
https://www.loopnet.com/Listing/528-Grand-Ave-South-San-Francisco-CA/38508876/,https://images1.loopnet.com/i2/1lMTIQbXRnYB-ZufJ8oUoarVOrhZPR8WLpvK6y4gAhQ/115/multifamily-property-for-sale-528-grand-ave-south-san-francisco-ca-94080.jpg,https://images1.loopnet.com/i2/5zkguhyDHpKgcfLJOO3WRQ4HrhW3PdLsGRzuQknvBoE/105/image.jpg,528 Grand Ave,,"South San Francisco, CA 94080","$2,799,800",5.22% Cap Rate,7 Unit Apartment Building,
https://www.loopnet.com/Listing/3719-Emerson-St-Oakland-CA/38508409/,https://images1.loopnet.com/i2/eGahSNviFlBUFUEecZaLa23mdkixnlMok5-3JXdRu-s/115/multifamily-property-for-sale-3719-emerson-st-oakland-ca-94610.jpg,https://images1.loopnet.com/i2/QJIjx1zh5DIup3ZZZQVi9_wgzi4cXJmlyDZkaK65QaA/105/image.jpg,3719 Emerson St,,"Oakland, CA 94610","$2,200,000",6.80% Cap Rate,9 Unit Apartment Building,
https://www.loopnet.com/Listing/3126-Lone-Tree-Way-Antioch-CA/38505590/,https://images1.loopnet.com/i2/uIfBtwDYUJHip_LQwnnOEPRCGjjd9d7QIM1EC-mxqio/115/multifamily-property-for-sale-3126-lone-tree-way-antioch-ca-94509.jpg,https://images1.loopnet.com/i2/pgEJkT0kYSpNct_k-fBk-pwTM6cmHYdCPR3LuzrAWDc/105/image.jpg,3126 Lone Tree Way,Lone Tree Meadow,"Antioch, CA 94509","$3,950,000",5.90% Cap Rate,16 Unit Apartment Building,
https://www.loopnet.com/Listing/745-Reseda-Dr-Sunnyvale-CA/38493807/,https://images1.loopnet.com/i2/8hfoOcEtj6rKUOeDAg8VpQLFHY5Zwf1iouSfGJgTT_Q/115/multifamily-property-for-sale-745-reseda-dr-sunnyvale-ca-94087.jpg,https://images1.loopnet.com/i2/omd-c8PRl8RwFzUutW7SBc0BRTYvpuS7wyskyRAxQ3w/105/image.png,745 Reseda Dr,,"Sunnyvale, CA 94087","$2,075,000",2.44% Cap Rate,3 Unit Apartment Building,
https://www.loopnet.com/Listing/500-N-St-Sacramento-CA/38493511/,https://images1.loopnet.com/i2/JQwI9gqyYwjDKKvF65Fgwmwu99ZZpmJ6FUl20S2eKZY/115/office-property-for-sale-500-n-st-sacramento-ca-95814.jpg,https://images1.loopnet.com/i2/jnpzyGwdiz7GxTBX0HNFDWAh2aFQBMMapD4KrbYOqyc/105/image.png,500 N St,Bridgeway Towers,"Sacramento, CA 95814","$450,000",,1 Unit Available,"1,526 SF"
https://www.loopnet.com/Listing/1520-Leavenworth-St-San-Francisco-CA/38486976/,https://images1.loopnet.com/i2/Of8A60qEG3H3JkebbN-vkIs3asGrwGUS0QJIBrz-Wws/115/multifamily-property-for-sale-1520-leavenworth-st-san-francisco-ca-94109.jpg,https://images1.loopnet.com/i2/mxgsmfug4nL6xrvlGKh81vCqEraIfSsgQHp9cj_Ferc/105/image.jpg,1520 Leavenworth St,,"San Francisco, CA 94109","$2,995,000",5.42% Cap Rate,7 Unit Apartment Building,
https://www.loopnet.com/Listing/669-Masson-Ave-San-Bruno-CA/38480601/,https://images1.loopnet.com/i2/EkkZr8g5ZlnldWRqqbLyWIFW2mz-Wwa8hFfdxcSyTwM/115/multifamily-property-for-sale-669-masson-ave-san-bruno-ca-94066.jpg,https://images1.loopnet.com/i2/KusPisvc_OVaY0NA5w4ICNRNDWlg5A5Igc5ulHzYZzc/105/image.jpg,669 Masson Ave,,"San Bruno, CA 94066","$2,100,000",,4 Unit Apartment Building,"4,478 SF"
https://www.loopnet.com/Listing/221-E-Sonora-St-Stockton-CA/38479461/,https://images1.loopnet.com/i2/_pDoYlq6WHqWAjaQca_tMgpbDV9N1x0dVTw74kg2p5o/115/multifamily-property-for-sale-221-e-sonora-st-stockton-ca-95203.jpg,https://images1.loopnet.com/i2/kRWA1RlC6K6i5jdUANbYp_oVKwUeo94aVnvWLm9gTrA/105/image.png,221 E Sonora St,,"Stockton, CA 95203","$1,000,000",,10 Unit Apartment Building,"7,224 SF"
