"placard-pseudo href","company-logo src","image-hide src","header-col","subtitle-beta","subtitle-beta href","data-points-2c","data-points-2c 2","data-points-2c 3","subtitle-alpha","subtitle-alpha href"
"https://www.loopnet.com/Listing/420-S-Van-Ness-Ave-San-Francisco-CA/28771307/","https://images1.loopnet.com/i2/qOtT2mBQZD-p_ROfwsOSqftUwkXKJ1hhhQpjJLQvCCA/105/image.jpg","https://images1.loopnet.com/i2/6w3ciyz3sCkczPlZBn_yTav8ls5vHGo8ACZxlmZ_tIg/115/retail-property-for-sale-420-s-van-ness-ave-san-francisco-ca-94103.jpg","420 S Van Ness Ave","San Francisco, CA 94103","https://www.loopnet.com/Listing/420-S-Van-Ness-Ave-San-Francisco-CA/28771307/","$825,000","1 Unit Available","1,280 SF Unit","",""
"https://www.loopnet.com/Listing/200-Lombard-St-San-Francisco-CA/28700944/","https://images1.loopnet.com/i2/CifJL_54VcDxlK91reXvhu9T5zMP4QgIs6adAdg4oYg/105/image.jpg","https://images1.loopnet.com/i2/pjyh0f9dcmTjjmi_73S_E5MQsyIoVJxkccebIG-XzGQ/115/office-medical-property-for-sale-200-lombard-st-san-francisco-ca-94111.jpg","200 Lombard St","San Francisco, CA 94111","https://www.loopnet.com/Listing/200-Lombard-St-San-Francisco-CA/28700944/","$1,150,000","1 Unit Available","1,962 SF Unit","Parc Telegraph","https://www.loopnet.com/Listing/200-Lombard-St-San-Francisco-CA/28700944/"
"https://www.loopnet.com/Listing/1035-Battery-St-San-Francisco-CA/28509179/","https://images1.loopnet.com/i2/jnpzyGwdiz7GxTBX0HNFDWAh2aFQBMMapD4KrbYOqyc/105/image.png","https://images1.loopnet.com/i2/ZmciP5Eh5kjHUcpGw8ANzGjjF2UJYg5Yv_KfZYH7iOA/115/office-property-for-sale-1035-battery-st-san-francisco-ca-94111.jpg","1035 Battery St","San Francisco, CA 94111","https://www.loopnet.com/Listing/1035-Battery-St-San-Francisco-CA/28509179/","$7,100,000","13,908 SF Office Building","Built in 1941","",""
"https://www.loopnet.com/Listing/1401-Illinois-St-San-Francisco-CA/28498312/","https://images1.loopnet.com/i2/sMmjtVkLviEI-Ydwh6HRjkJZM7Fk6_u92oMfbyvH6ek/105/image.jpg","https://images1.loopnet.com/i2/8fplz55LfnegR4TCdzx__8jm5lqcOMEPiM9-ny_EWH0/115/industrial-property-for-sale-1401-illinois-st-san-francisco-ca-94107.jpg","1401 Illinois St","San Francisco, CA 94107","https://www.loopnet.com/Listing/1401-Illinois-St-San-Francisco-CA/28498312/","$18,000,000","30,701 SF Industrial Building","Built in 1947","",""
"https://www.loopnet.com/Listing/90-Cedar-St-San-Francisco-CA/28051136/","https://images1.loopnet.com/i2/hJqLKpQvAk6luNHZN9WGUj54WxiG614N-yJEUh8b8PI/105/image.jpg","https://images1.loopnet.com/i2/1ul8gfwzDxYaod1VMl2ExtGI3DYHdieEnoHd6hgXrdU/115/industrial-property-for-sale-90-cedar-st-san-francisco-ca-94109.jpg","90 Cedar St","San Francisco, CA 94109","https://www.loopnet.com/Listing/90-Cedar-St-San-Francisco-CA/28051136/","$850,000","1,080 SF Industrial Building","Built in 1920","",""
"https://www.loopnet.com/Listing/1401-1499-Illinois-Street/27779616/","https://images1.loopnet.com/i2/sMmjtVkLviEI-Ydwh6HRjkJZM7Fk6_u92oMfbyvH6ek/105/image.jpg","https://images1.loopnet.com/i2/QRHkSQaH12LY0lcNG3StPME6hpvCxkMAzLQJtGrciSc/115/1401-and-1499-illinois-street-industrial-property-for-sale-san-francisco-ca.jpg","1401 & 1499 Illinois Street","","","$38,000,000","2 Industrial Properties","","",""
"https://www.loopnet.com/Listing/1100-Folsom-St-San-Francisco-CA/27697864/","https://images1.loopnet.com/i2/X8KdwiN--mKqeXeDEwHPXYkgf-u4kMt8qnpMDSrLGrw/105/image.jpg","https://images1.loopnet.com/i2/Q2pbZeU_0tk8ijif8fhjnuKqqqElFvJyzpfaRtXwgJU/115/office-property-for-sale-1100-folsom-st-san-francisco-ca-94103.jpg","1100 Folsom St","San Francisco, CA 94103","https://www.loopnet.com/Listing/1100-Folsom-St-San-Francisco-CA/27697864/","$3,800,000","13,600 SF Office Building","Built in 1926","288 7th St.","https://www.loopnet.com/Listing/1100-Folsom-St-San-Francisco-CA/27697864/"
"https://www.loopnet.com/Listing/851-853-Howard-St-San-Francisco-CA/27572042/","https://images1.loopnet.com/i2/4NxdAMePjsAcKKU6F10kf96g8KLUZ0a2WHaAJCUsMeM/105/image.png","https://images1.loopnet.com/i2/TZNyUSH3dW-cGs3Jpk8NtrEgGOnmrJtibCu_auqBT7E/115/flex-property-for-sale-851-853-howard-st-san-francisco-ca-94103.jpg","851-853 Howard St","San Francisco, CA 94103","https://www.loopnet.com/Listing/851-853-Howard-St-San-Francisco-CA/27572042/","$12,500,000","32,100 SF Flex Building","Built in 1924","",""
"https://www.loopnet.com/Listing/203-Willow-St-San-Francisco-CA/27395788/","https://images1.loopnet.com/i2/omd-c8PRl8RwFzUutW7SBc0BRTYvpuS7wyskyRAxQ3w/105/image.png","https://images1.loopnet.com/i2/8Nxo0osVoslmXC0p6gws-DCcvccP5rT4XoJLtx1ej7E/115/office-medical-property-for-sale-203-willow-st-san-francisco-ca-94109.jpg","203 Willow St","San Francisco, CA 94109","https://www.loopnet.com/Listing/203-Willow-St-San-Francisco-CA/27395788/","$1,078,000","1 Unit Available","2,051 SF Unit","",""
"https://www.loopnet.com/Listing/1300-Church-St-San-Francisco-CA/26491245/","https://images1.loopnet.com/i2/HQqIWn5AbkFiYRg3IRTwbWPdI3YN8jwtiZJOYuhMJOE/105/image.jpg","https://images1.loopnet.com/i2/EbN_eFndvyT4dcGEB8OiMFsMWGwNXYEkVW-WyC4YZIU/115/multifamily-property-for-sale-1300-church-st-san-francisco-ca-94114.jpg","1300 Church St","San Francisco, CA 94114","https://www.loopnet.com/Listing/1300-Church-St-San-Francisco-CA/26491245/","$1,895,000","3 Unit Apartment Building","3,675 SF","",""
"https://www.loopnet.com/Listing/924-Sansome-St-San-Francisco-CA/26008227/","https://images1.loopnet.com/i2/UH-R_rbKCpA0EV9Qv-JLvM0dv5IWyUzf-dK0C4wV1BE/105/image.jpg","https://images1.loopnet.com/i2/vZSIXvH-5wVLQt_o6_GVXxHTokRcVpb7I1AEvLu1CII/115/office-property-for-sale-924-sansome-st-san-francisco-ca-94111.jpg","924 Sansome St","San Francisco, CA 94111","https://www.loopnet.com/Listing/924-Sansome-St-San-Francisco-CA/26008227/","$5,800,000","9.77% Cap Rate","19,212 SF Office Building","",""
"https://www.loopnet.com/Listing/956-Folsom-St-San-Francisco-CA/24699165/","https://images1.loopnet.com/i2/-iyvt1Ug3rTd7UENZmzoqYFSM9_deId0nS_w4hzV-Vg/105/image.jpg","https://images1.loopnet.com/i2/QIjl9NbIunVFq3biVhE_KR0N0CasJRAPFztZegtRQuM/115/industrial-property-for-sale-956-folsom-st-san-francisco-ca-94107.jpg","956 Folsom St","San Francisco, CA 94107","https://www.loopnet.com/Listing/956-Folsom-St-San-Francisco-CA/24699165/","$3,800,000","9,000 SF Industrial Building","Built in 1923","$1.8 million price reduction!!","https://www.loopnet.com/Listing/956-Folsom-St-San-Francisco-CA/24699165/"
"https://www.loopnet.com/Listing/1069-1073-Howard-St-San-Francisco-CA/24155618/","https://images1.loopnet.com/i2/L8Nd-ddKgJIRoYislnG21P2o126HeNiNvKj54Rwa9II/105/image.jpg","https://images1.loopnet.com/i2/KinwIeOpuupRRVQ2q4L5UYeC9l8DHlj5MU64eDk8SHo/115/retail-property-for-sale-1069-1073-howard-st-san-francisco-ca-94103.jpg","1069-1073 Howard St","San Francisco, CA 94103","https://www.loopnet.com/Listing/1069-1073-Howard-St-San-Francisco-CA/24155618/","$5,694,000","13,808 SF Retail Building","Built in 1927","One-of-a-Kind Commercial Building","https://www.loopnet.com/Listing/1069-1073-Howard-St-San-Francisco-CA/24155618/"
"https://www.loopnet.com/Listing/930-Alabama-St-San-Francisco-CA/20586536/","https://images1.loopnet.com/i2/J5QRE3R8A8uef3K8TbIL37NCJunCHq3y9vvkw_uHKZM/105/image.jpg","https://images1.loopnet.com/i2/3Quo-g7qmrqPq9WM7Dk8UHC6PHNcOkDn3bFJ-g38J_Q/115/office-property-for-sale-930-alabama-st-san-francisco-ca-94110.jpg","930 Alabama St","San Francisco, CA 94110","https://www.loopnet.com/Listing/930-Alabama-St-San-Francisco-CA/20586536/","$8,000,000","6,500 SF Office Building","Built in 1925","",""
"https://www.loopnet.com/Listing/1233-1235-Howard-St-San-Francisco-CA/20361970/","https://images1.loopnet.com/i2/sMmjtVkLviEI-Ydwh6HRjkJZM7Fk6_u92oMfbyvH6ek/105/image.jpg","https://images1.loopnet.com/i2/VlOIBKtSx0JMoLzTNGGVaISItTjst3wD7AgY294gCZQ/115/office-retail-property-for-sale-1233-1235-howard-st-san-francisco-ca-94103.jpg","1233-1235 Howard St","San Francisco, CA 94103","https://www.loopnet.com/Listing/1233-1235-Howard-St-San-Francisco-CA/20361970/","$1,999,000","1 Unit Available","2,700 SF Unit","",""
"https://www.loopnet.com/Listing/575-10th-St-San-Francisco-CA/19523789/","https://images1.loopnet.com/i2/5yTbgcLhsnnByY_OAAn2DygZwQLNGN3vPLx_ln2g3A8/105/image.jpg","https://images1.loopnet.com/i2/jopIkzkvhE_i5FI1wJ0rE8Y5S55pdlYlmI0rcYUzXGE/115/industrial-property-for-sale-575-10th-st-san-francisco-ca-94103.jpg","575 10th St","San Francisco, CA 94103","https://www.loopnet.com/Listing/575-10th-St-San-Francisco-CA/19523789/","$2,900,000","7.30% Cap Rate","6,695 SF Industrial Building","",""
"https://www.loopnet.com/Listing/490-Post-St-San-Francisco-CA/19398970/","https://images1.loopnet.com/i2/PO1glSMXTxFx5gPtUMtlYVQvAa70CMG01ljt7NDs3Cg/105/image.jpg","https://images1.loopnet.com/i2/OjJM4nhY3UdVdas5JbKOYqXYKFkriL4EM1BdgsKtEbQ/115/office-medical-property-for-sale-490-post-st-san-francisco-ca-94102.jpg","490 Post St","San Francisco, CA 94102","https://www.loopnet.com/Listing/490-Post-St-San-Francisco-CA/19398970/","$216,000 - $748,000","3 Units Available","223 - 880 SF Units","",""
"https://www.loopnet.com/Listing/127-Topaz-Way-San-Francisco-CA/11426512/","https://images1.loopnet.com/i2/oy6jQshxlMjnhGELireVfAPpGhJOXgC_y2ftEozPwUA/105/image.jpg","https://images1.loopnet.com/i2/GI_vo8Imp0uu7em6s96lSd3Xvtc0SiSr3B43Va4XMDE/115/land-property-for-sale-127-topaz-way-san-francisco-ca-94131.jpg","127 Topaz Way","San Francisco, CA 94131","https://www.loopnet.com/Listing/127-Topaz-Way-San-Francisco-CA/11426512/","$8,000,000","1 Residential Income Lot","1.50 AC Lot","Topaz Way","https://www.loopnet.com/Listing/127-Topaz-Way-San-Francisco-CA/11426512/"
"https://www.loopnet.com/Listing/401-Van-Ness-Ave-San-Francisco-CA/38661858/","https://images1.loopnet.com/i2/kl9CDqFGLXdxp4-URuEvo1GLQgIOjQjqyFVS_A3UmdI/105/image.jpg","https://images1.loopnet.com/i2/ELSvBrZSl3GZDgKGKD1B8lavkjL-Hz8jf0pxFoXUFRw/115/land-property-for-sale-401-van-ness-ave-san-francisco-ca-94103.jpg","401 Van Ness Ave","San Francisco, CA 94103","https://www.loopnet.com/Listing/401-Van-Ness-Ave-San-Francisco-CA/38661858/","1 Residential Income Lot","0.34 AC Lot","","Multi Family Group Housing Development","https://www.loopnet.com/Listing/401-Van-Ness-Ave-San-Francisco-CA/38661858/"
"https://www.loopnet.com/Listing/1128-Market-St-San-Francisco-CA/38559932/","https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png","https://images1.loopnet.com/i2/Nv5KhDAzCdjFYIRsGkiaLVVuivIq2jh-JxB0MT3FStk/115/office-property-for-sale-1128-market-st-san-francisco-ca-94102.jpg","1128 Market St","San Francisco, CA 94102","https://www.loopnet.com/Listing/1128-Market-St-San-Francisco-CA/38559932/","79,204 SF Office Building","Built in 1982","0.34 AC Lot","",""
"https://www.loopnet.com/Listing/955-Egbert-Ave-San-Francisco-CA/38558716/","https://images1.loopnet.com/i2/hbjk-5if-Lzx-Gwqc9B2mBvexgmAt3O53dMpog86_3s/105/image.jpg","https://images1.loopnet.com/i2/8F-57KrHvVjrswQz2FW5XjHPQ6PT_bt1yxNUOD6uuns/115/land-property-for-sale-955-egbert-ave-san-francisco-ca-94124.jpg","955 Egbert Ave","San Francisco, CA 94124","https://www.loopnet.com/Listing/955-Egbert-Ave-San-Francisco-CA/38558716/","1 Commercial Lot","5.40 AC Lot","","Candlestick Point","https://www.loopnet.com/Listing/955-Egbert-Ave-San-Francisco-CA/38558716/"
"https://www.loopnet.com/Listing/529-Stevenson-St-San-Francisco-CA/38555392/","https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png","https://images1.loopnet.com/i2/IBgrZUAK4u5dxKGtebEHdnXuFvQquTIJjpxTxEHCjqo/115/multifamily-property-for-sale-529-stevenson-st-san-francisco-ca-94103.jpg","529 Stevenson St","San Francisco, CA 94103","https://www.loopnet.com/Listing/529-Stevenson-St-San-Francisco-CA/38555392/","61 Unit Apartment Building","37,067 SF","Built in 2015","Stevenson Lofts","https://www.loopnet.com/Listing/529-Stevenson-St-San-Francisco-CA/38555392/"
"https://www.loopnet.com/Listing/1501-Noriega-St-San-Francisco-CA/38374385/","https://images1.loopnet.com/i2/BcF7aZEtaeBWqv04u3z6dIeQ2PmAeky-6XW8pxJqv8E/105/image.png","https://images1.loopnet.com/i2/jfWR8cyaA5S52hnI2HNJZcJPUpBupVNmlFyOdwBGRiM/115/retail-property-for-sale-1501-noriega-st-san-francisco-ca-94122.jpg","1501 Noriega St","San Francisco, CA 94122","https://www.loopnet.com/Listing/1501-Noriega-St-San-Francisco-CA/38374385/","5,781 SF Retail Building","Built in 1953","Well Suited for Owner Occupancy","",""
"https://www.loopnet.com/Listing/200-216-Pine-St-San-Francisco-CA/38321691/","https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png","https://images1.loopnet.com/i2/J9f_1Om6cvgOXbHTD3fuyam9rjG0Zh-ZDkgVr3Mw0m8/115/office-property-for-sale-200-216-pine-st-san-francisco-ca-94104.jpg","200-216 Pine St","San Francisco, CA 94104","https://www.loopnet.com/Listing/200-216-Pine-St-San-Francisco-CA/38321691/","49,463 SF Office Building","Built in 1907","0.14 AC Lot","200 Pine Street","https://www.loopnet.com/Listing/200-216-Pine-St-San-Francisco-CA/38321691/"
"https://www.loopnet.com/Listing/150-Valencia-St-San-Francisco-CA/37877981/","https://images1.loopnet.com/i2/3LKhdxadn8hxLayZ8syGXAAzOSxW-JYZr22LN58FF2k/105/image.jpg","https://images1.loopnet.com/i2/qgTu8OUqCwtXipaQRd9bJldENp_J9YHhldhIOcuqA7k/115/retail-property-for-sale-150-valencia-st-san-francisco-ca-94103.jpg","150 Valencia St","San Francisco, CA 94103","https://www.loopnet.com/Listing/150-Valencia-St-San-Francisco-CA/37877981/","16,490 SF Retail Building","Built in 1912","Investment Opportunity","",""
"https://www.loopnet.com/Listing/653-655-Commercial-St-San-Francisco-CA/37278795/","https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png","https://images1.loopnet.com/i2/XENgj7FNXiU5IPFPPAjhN_ZdZioNLRhZwQ0GXzyNfnU/115/retail-property-for-sale-653-655-commercial-st-san-francisco-ca-94111.jpg","653-655 Commercial St","San Francisco, CA 94111","https://www.loopnet.com/Listing/653-655-Commercial-St-San-Francisco-CA/37278795/","7,057 SF Retail Building","Built in 1923","0.06 AC Lot","",""
"https://www.loopnet.com/Listing/1717-Mission-St-San-Francisco-CA/35997704/","https://images1.loopnet.com/i2/hJqLKpQvAk6luNHZN9WGUj54WxiG614N-yJEUh8b8PI/105/image.jpg","https://images1.loopnet.com/i2/u4XSIMtkxMEl73n_0IWvA4a56QKLT7wzpSNqsy0htHc/115/flex-property-for-sale-1717-mission-st-san-francisco-ca-94103.jpg","1717 Mission St","San Francisco, CA 94103","https://www.loopnet.com/Listing/1717-Mission-St-San-Francisco-CA/35997704/","95,000 SF Flex Building","Built in 1952","1.41 AC Lot","",""
"https://www.loopnet.com/Listing/1353-1355-Bush-St-San-Francisco-CA/35941294/","","https://images1.loopnet.com/i2/Mrk4HKISV01eMdYem0F-Z8CVOtKefMDsKJeHGH0rx1Y/115/office-property-for-sale-1353-1355-bush-st-san-francisco-ca-94109.jpg","1353-1355 Bush St","San Francisco, CA 94109","https://www.loopnet.com/Listing/1353-1355-Bush-St-San-Francisco-CA/35941294/","28,500 SF Office Building","Built in 1907","0.17 AC Lot","Music City Star Factory LiveStreaming Network","https://www.loopnet.com/Listing/1353-1355-Bush-St-San-Francisco-CA/35941294/"
"https://www.loopnet.com/Listing/1023-Mission-St-San-Francisco-CA/35112949/","https://images1.loopnet.com/i2/sMmjtVkLviEI-Ydwh6HRjkJZM7Fk6_u92oMfbyvH6ek/105/image.jpg","https://images1.loopnet.com/i2/sP62muxczMHXgO6sb64yXUlNpbgxshH_bUAmfx8ZgAs/115/flex-property-for-sale-1023-mission-st-san-francisco-ca-94103.jpg","1023 Mission St","San Francisco, CA 94103","https://www.loopnet.com/Listing/1023-Mission-St-San-Francisco-CA/35112949/","41,259 SF Flex Building","Built in 1919","0.47 AC Lot","",""
"https://www.loopnet.com/Listing/555-Post-St-San-Francisco-CA/34790121/","https://images1.loopnet.com/i2/KusPisvc_OVaY0NA5w4ICNRNDWlg5A5Igc5ulHzYZzc/105/image.jpg","https://images1.loopnet.com/i2/OGA83SxO-3T0tTedAA932f74t267itY7K9ZVLX57YLo/115/office-property-for-sale-555-post-st-san-francisco-ca-94102.jpg","555 Post St","San Francisco, CA 94102","https://www.loopnet.com/Listing/555-Post-St-San-Francisco-CA/34790121/","62,830 SF Office Building","Built in 1922","0.22 AC Lot","",""
"https://www.loopnet.com/Listing/1884-1886-Market-St-San-Francisco-CA/34775424/","https://images1.loopnet.com/i2/ShDpWqTcp_nDhTrGrU9P3dUUitrZ-4GRfgWIK0eLaA8/105/image.jpg","https://images1.loopnet.com/i2/WyvcrZJY6M0rn2CtxOo0X_SvDrjM_5i9ajpGMZMyQnE/115/retail-property-for-sale-1884-1886-market-st-san-francisco-ca-94102.jpg","1884-1886 Market St","San Francisco, CA 94102","https://www.loopnet.com/Listing/1884-1886-Market-St-San-Francisco-CA/34775424/","6,387 SF Retail Building","Built in 1932","0.06 AC Lot","",""
"https://www.loopnet.com/Listing/799-Van-Ness-Ave-San-Francisco-CA/33391995/","https://images1.loopnet.com/i2/KusPisvc_OVaY0NA5w4ICNRNDWlg5A5Igc5ulHzYZzc/105/image.jpg","https://images1.loopnet.com/i2/jvI8AhPaSz8MI29DLpwy6M-1H9IXHMqj2dbqx2f6P5w/115/retail-property-for-sale-799-van-ness-ave-san-francisco-ca-94102.jpg","799 Van Ness Ave","San Francisco, CA 94102","https://www.loopnet.com/Listing/799-Van-Ness-Ave-San-Francisco-CA/33391995/","45,000 SF Retail Building","Built in 1917","0.34 AC Lot","",""
"https://www.loopnet.com/Listing/244-Napoleon-St-San-Francisco-CA/33383224/","https://images1.loopnet.com/i2/-iyvt1Ug3rTd7UENZmzoqYFSM9_deId0nS_w4hzV-Vg/105/image.jpg","https://images1.loopnet.com/i2/QLs4OwhlZhiR2sEc9BxZUMJFOZobmCX00-_B_8wpWSM/115/industrial-property-for-sale-244-napoleon-st-san-francisco-ca-94124.jpg","244 Napoleon St","San Francisco, CA 94124","https://www.loopnet.com/Listing/244-Napoleon-St-San-Francisco-CA/33383224/","19,624 SF Industrial Building","Built in 1947","0.70 AC Lot","",""
"https://www.loopnet.com/Listing/300-350-Octavia-St-San-Francisco-CA/32520457/","https://images1.loopnet.com/i2/4NxdAMePjsAcKKU6F10kf96g8KLUZ0a2WHaAJCUsMeM/105/image.png","https://images1.loopnet.com/i2/e5bpSrAcTK1OVH3_5alVJtWuDe3EZmiVrCEEeTbb1Ds/115/land-property-for-sale-300-350-octavia-st-san-francisco-ca-94102.jpg","300-350 Octavia St","San Francisco, CA 94102","https://www.loopnet.com/Listing/300-350-Octavia-St-San-Francisco-CA/32520457/","1 Commercial Lot","0.05 AC Lot","","OCTAVIA M","https://www.loopnet.com/Listing/300-350-Octavia-St-San-Francisco-CA/32520457/"
"https://www.loopnet.com/Listing/999-Sutter-St-San-Francisco-CA/29771718/","https://images1.loopnet.com/i2/omd-c8PRl8RwFzUutW7SBc0BRTYvpuS7wyskyRAxQ3w/105/image.png","https://images1.loopnet.com/i2/3tVU83oUXurcMYXgIgGacvR3yq4nJCtGNzQFLPoRc8c/115/office-property-for-sale-999-sutter-st-san-francisco-ca-94109.jpg","999 Sutter St","San Francisco, CA 94109","https://www.loopnet.com/Listing/999-Sutter-St-San-Francisco-CA/29771718/","11,105 SF Office Building","Built in 1911","Investment Opportunity","",""
"https://www.loopnet.com/Listing/424-Brannan-St-San-Francisco-CA/29453110/","https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png","https://images1.loopnet.com/i2/pu-g0sIFcOXF17reVyK0z4TJq5_jmcHKdPvtDOzgKJs/115/land-property-for-sale-424-brannan-st-san-francisco-ca-94107.jpg","424 Brannan St","San Francisco, CA 94107","https://www.loopnet.com/Listing/424-Brannan-St-San-Francisco-CA/29453110/","1 Commercial Lot","0.49 AC Lot","","Irreplaceable Central SOMA Development","https://www.loopnet.com/Listing/424-Brannan-St-San-Francisco-CA/29453110/"
"https://www.loopnet.com/Listing/770-Post-St-San-Francisco-CA/25716357/","https://images1.loopnet.com/i2/4NxdAMePjsAcKKU6F10kf96g8KLUZ0a2WHaAJCUsMeM/105/image.png","https://images1.loopnet.com/i2/phnFnr6HHehPXtKF0eEpfDFU7xJoq5PENqR4YC7yt2Y/115/retail-property-for-sale-770-post-st-san-francisco-ca-94109.png","770 Post St","San Francisco, CA 94109","https://www.loopnet.com/Listing/770-Post-St-San-Francisco-CA/25716357/","7,047 SF Retail Building","Built in 1910","0.17 AC Lot","",""
"https://www.loopnet.com/Listing/1965-1967-Market-St-San-Francisco-CA/22099100/","https://images1.loopnet.com/i2/hJqLKpQvAk6luNHZN9WGUj54WxiG614N-yJEUh8b8PI/105/image.jpg","https://images1.loopnet.com/i2/ow2PnbkXmGXAc2xMi4F2U9d7bUgiQUVx49a95m-VE40/115/office-property-for-sale-1965-1967-market-st-san-francisco-ca-94103.jpg","1965-1967 Market St","San Francisco, CA 94103","https://www.loopnet.com/Listing/1965-1967-Market-St-San-Francisco-CA/22099100/","15,300 SF Office Building","Built in 1980","0.46 AC Lot","",""
"https://www.loopnet.com/Listing/Bayshore-Blvd-Main-St-Brisbane-CA/15005888/","https://images1.loopnet.com/i2/ujcHlkMJN-iWL5DNSy12F_RyJ9C8R4ahTwFK3mdZMZM/105/image.png","https://images1.loopnet.com/i2/awVQ4OZgR1IpbyJDT2mDU2X6E90EppC3szaGdEgoAFg/115/land-property-for-sale-bayshore-blvd-and-main-st-brisbane-ca-94005.jpg","Bayshore Blvd & Main St","Brisbane, CA 94005","https://www.loopnet.com/Listing/Bayshore-Blvd-Main-St-Brisbane-CA/15005888/","1 Commercial Lot","21.95 AC Lot","","Corner of Bayshore Blvd. and Main St.","https://www.loopnet.com/Listing/Bayshore-Blvd-Main-St-Brisbane-CA/15005888/"
"https://www.loopnet.com/Listing/2230-Lombard-St-San-Francisco-CA/38810009/","","https://images1.loopnet.com/i2/9qC6nkFNAGCcOR3hjkaJCy3V8WKKDcUO95Nj_inB1wc/115/hospitality-property-for-sale-2230-lombard-st-san-francisco-ca-94123.jpg","2230 Lombard St","San Francisco, CA 94123","https://www.loopnet.com/Listing/2230-Lombard-St-San-Francisco-CA/38810009/","$6,525,000","7.00% Cap Rate","29 Room Hotel","Motel 6 San Francisco, CA- Lombard Street","https://www.loopnet.com/Listing/2230-Lombard-St-San-Francisco-CA/38810009/"
"https://www.loopnet.com/Listing/2083-Ellis-St-San-Francisco-CA/38566730/","","https://images1.loopnet.com/i2/884K3WxzmGzvBs7YyzZsJn89QSshRFdTyxc1h3NIpec/115/land-property-for-sale-2083-ellis-st-san-francisco-ca-94115.jpg","2083 Ellis St","San Francisco, CA 94115","https://www.loopnet.com/Listing/2083-Ellis-St-San-Francisco-CA/38566730/","$3,499,000","1 Residential Income Lot","0.08 AC Lot","",""
"https://www.loopnet.com/Listing/2512-2522-Quint-St-San-Francisco-CA/38426294/","","https://images1.loopnet.com/i2/i86U8c7j2LLQorL--2SIR2B-gBpACwMzoyNC0g4J8xc/115/multifamily-property-for-sale-2512-2522-quint-st-san-francisco-ca-94124.jpg","2512-2522 Quint St","San Francisco, CA 94124","https://www.loopnet.com/Listing/2512-2522-Quint-St-San-Francisco-CA/38426294/","$1,350,000","6 Unit Apartment Building","14,000 SF","2512 & 2522 Quint Street","https://www.loopnet.com/Listing/2512-2522-Quint-St-San-Francisco-CA/38426294/"
"https://www.loopnet.com/Listing/891-Bellevue-Ave-Daly-City-CA/38204536/","","https://images1.loopnet.com/i2/8tAArmWw94ShfyqgI9TROlNaLqS6Aley887bGUrvZs4/115/multifamily-property-for-sale-891-bellevue-ave-daly-city-ca-94014.jpg","891 Bellevue Ave","Daly City, CA 94014","https://www.loopnet.com/Listing/891-Bellevue-Ave-Daly-City-CA/38204536/","$1,888,000","4.30% Cap Rate","4 Unit Apartment Building","",""
"https://www.loopnet.com/Listing/840-850-Ulloa-St-San-Francisco-CA/38029689/","","https://images1.loopnet.com/i2/lz76VT2PprI1GCYvXBEeN2j4UiNgMtW8Le9dzWb4rqE/115/retail-property-for-sale-840-850-ulloa-st-san-francisco-ca-94127.jpg","840-850 Ulloa St","San Francisco, CA 94127","https://www.loopnet.com/Listing/840-850-Ulloa-St-San-Francisco-CA/38029689/","$1,950,000","5.85% Cap Rate","1,870 SF Retail Building","",""
"https://www.loopnet.com/Listing/5698-Mission-st-San-Francisco-CA/37964004/","","https://images1.loopnet.com/i2/MZJKf-8WS5SFIGvFnIla5gY1gx4sFwiCo-dlt6Bo7xE/115/land-property-for-sale-5698-mission-st-san-francisco-ca-94112.png","5698 Mission st","San Francisco, CA 94112","https://www.loopnet.com/Listing/5698-Mission-st-San-Francisco-CA/37964004/","$1,200,000","1 Commercial Lot","0.11 AC Lot","Mission Street Lot","https://www.loopnet.com/Listing/5698-Mission-st-San-Francisco-CA/37964004/"
"https://www.loopnet.com/Listing/40-50-Irving-St-San-Francisco-CA/37867017/","","https://images1.loopnet.com/i2/MqRvj9M7cdUXg1ppYKKCMEg9TRyxM0Q7mLesFM0XORg/115/multifamily-property-for-sale-40-50-irving-st-san-francisco-ca-94122.jpg","40-50 Irving St","San Francisco, CA 94122","https://www.loopnet.com/Listing/40-50-Irving-St-San-Francisco-CA/37867017/","$3,800,000","9 Unit Apartment Building","9,157 SF","",""
"https://www.loopnet.com/Listing/2139-Taraval-St-San-Francisco-CA/37805213/","","https://images1.loopnet.com/i2/5i7Oie1fik_FOW0GAmjaJVkZLiDABvpWtGxeia5O-a8/115/office-property-for-sale-2139-taraval-st-san-francisco-ca-94116.jpg","2139 Taraval St","San Francisco, CA 94116","https://www.loopnet.com/Listing/2139-Taraval-St-San-Francisco-CA/37805213/","$995,000","2,500 SF Office Building","Built in 1924","",""
